,index,Word,Count
1405,4094,kinsmen,5
1406,1841,natural,5
1407,761,seize,5
1408,3877,despite,5
1409,1109,tut,5
1410,968,breed,5
1411,1622,serpent,5
1412,1623,tooth,5
1413,1164,presence,5
1414,3692,medicine,5
1415,3089,howl,5
1416,1131,busy,5
1417,2817,cock,5
1418,762,lawful,5
1419,3255,hateful,5
1420,459,wrath,5
1421,3260,camp,5
1422,4414,steel,5
1423,3768,view,5
1424,232,several,5
1425,2849,drinks,5
1426,4282,flood,5
1427,4972,mass,5
1428,1546,remedy,5
1429,2518,lights,5
1430,3273,smiles,5
1431,1360,lt,5
1432,705,vouch,5
1433,235,strife,5
1434,3286,press,5
1435,1886,broken,5
1436,2292,scant,5
1437,3589,bridegroom,5
1438,2293,fail,5
1439,3756,determine,5
1440,80,dukes,5
1441,441,stranger,5
1442,4263,attempt,5
1443,4540,profit,5
1444,3580,prisoner,5
1445,1133,promise,5
1446,1877,craves,5
1447,4097,dwell,5
1448,1875,comforts,5
1449,1351,hire,5
1450,3361,ignorance,5
1451,2704,fathom,5
1452,2100,sees,5
1453,1706,spy,5
1454,5188,drop,5
1455,5854,montagues,5
1456,6089,wings,5
1457,999,proceed,5
1458,2991,throwing,5
1459,3423,loathed,5
1460,1782,opposite,5
1461,3709,bliss,5
1462,1693,speedy,5
1463,5577,knocking,5
1464,1077,necessity,5
1465,384,bond,5
1466,4655,rise,5
1467,3448,beguile,5
1468,2629,tongues,5
1469,4819,happiness,5
1470,2675,beats,5
1471,2674,feeling,5
1472,2673,senses,5
1473,1765,wicked,5
1474,3474,mouse,5
1475,2664,greater,5
1476,1757,wounds,5
1477,2646,dangerous,5
1478,4637,tidings,5
1479,1031,convey,5
1480,1750,party,5
1481,2343,conclusion,5
1482,4640,citadel,5
1483,1352,coxcomb,5
1484,5860,fray,5
1485,3250,stroke,5
1486,1642,pierce,5
1487,1653,visage,5
1488,3699,lightning,5
1489,4106,zounds,5
1490,980,fathers,5
1491,1102,tail,5
1492,2067,noon,5
1493,2757,served,5
1494,3421,wills,5
1495,2578,tremble,5
1496,4576,ship,5
1497,2576,dreadful,5
1498,2575,affliction,5
1499,2065,malice,5
1500,554,safety,5
1501,4842,freely,5
1502,4588,minute,5
1503,3384,deceived,5
1504,3885,warlike,5
1505,405,haply,5
1506,590,durst,5
1507,5703,murders,5
1508,3085,quench,5
1509,983,manage,5
1510,6040,dove,5
1511,728,step,5
1512,6043,quoth,5
1513,2360,allow,5
1514,3734,fought,5
1515,396,duties,5
1516,4599,shot,5
1517,3415,despair,5
1518,1523,knowledge,5
1519,4537,sell,5
1520,702,degree,5
1521,877,lusty,5
1522,3669,griefs,5
1523,1294,forty,5
1524,5078,morn,5
1525,1364,blessing,5
1526,3641,minds,5
1527,648,price,5
1528,1477,endured,5
1529,4329,affections,5
1530,1182,key,5
1531,536,cheque,5
1532,880,fierce,5
1533,125,round,5
1534,1935,rapier,5
1535,2907,stuff,5
1536,2480,couch,5
1537,1397,score,5
1538,2210,loud,5
1539,1487,censure,5
1540,686,object,5
1541,1402,difference,5
1542,3041,army,5
1543,4949,immortal,5
1544,2398,jove,5
1545,857,custom,5
1546,4005,senators,5
1547,1458,frown,5
1548,817,changes,5
1549,630,spring,5
1550,487,sustain,5
1551,5248,leg,5
1552,2256,commands,5
1553,773,ours,5
1554,5623,sour,5
1555,2923,madman,5
1556,4752,prologue,5
1557,1201,ride,5
1558,184,deserving,5
1559,5543,east,5
1560,5330,humour,5
1561,3844,witness,5
1562,4740,counterfeit,5
1563,149,dearer,5
1564,1932,ways,5
1565,821,infirmity,5
1566,654,substance,5
1567,3008,curtains,5
1568,4795,triumph,5
1569,1425,golden,5
1570,2449,injuries,5
1571,4398,pay,5
1572,788,faults,5
1573,1361,catch,5
1574,2495,borne,5
1575,1981,smooth,5
1576,102,breeding,5
1577,5644,groan,5
1578,4023,sailor,5
1579,1419,gavest,5
1580,178,lordship,5
1581,3600,special,5
1582,2951,amazed,5
1583,1332,struck,5
1584,2500,secret,5
1585,1996,dogs,5
1586,1519,waking,5
1587,2237,hill,5
1588,1274,eat,5
1589,775,buy,5
1590,2402,number,5
1591,1222,trifle,5
1592,2891,british,5
1593,5976,written,5
1594,4953,wound,5
1595,894,legitimate,5
1596,2982,grey,5
1597,5649,stabs,5
1598,2275,stick,5
1599,4767,desires,4
1600,1805,murderous,4
1601,1806,coward,4
1602,2212,trespass,4
1603,3637,bury,4
1604,4133,profane,4
1605,4682,palm,4
1606,3636,knocks,4
1607,496,revenue,4
1608,1307,wont,4
1609,392,begot,4
1610,1790,alarum,4
1611,2609,straw,4
1612,2357,fickle,4
1613,2404,impossible,4
1614,4679,liberal,4
1615,1793,encounter,4
1616,2604,harder,4
1617,3079,peril,4
1618,4811,clock,4
1619,2078,punish,4
1620,1985,snow,4
1621,565,laying,4
1622,4787,trash,4
1623,511,prayers,4
1624,4148,loose,4
1625,4650,saints,4
1626,6066,lover,4
1627,3049,thirty,4
1628,7063,strew,4
1629,2085,stopp,4
1630,4152,accident,4
1631,3715,kneel,4
1632,1753,yield,4
1633,3964,feather,4
1634,1752,quit,4
1635,2214,winter,4
1636,526,dread,4
1637,1320,faint,4
1638,2649,footed,4
1639,3482,bird,4
1640,3816,miserable,4
1641,803,unfold,4
1642,1003,pieces,4
1643,5347,bridal,4
1644,2440,whither,4
1645,815,month,4
1646,779,unkind,4
1647,2438,gladly,4
1648,3046,preparation,4
1649,6059,count,4
1650,784,jewels,4
1651,1009,judge,4
1652,810,prosper,4
1653,4137,odd,4
1654,5590,shroud,4
1655,3493,trick,4
1656,3712,daylight,4
1657,1773,persuade,4
1658,3908,burst,4
1659,1973,rogues,4
1660,2369,dismiss,4
1661,3634,teeth,4
1662,4017,government,4
1663,4062,calm,4
1664,931,looking,4
1665,3808,advanced,4
1666,1927,vanity,4
1667,2205,leisure,4
1668,537,hideous,4
1669,888,tribe,4
1670,4070,term,4
1671,4703,discords,4
1672,1971,wears,4
1673,1876,needful,4
1674,1872,eyed,4
1675,2380,throne,4
1676,3932,big,4
1677,2206,meeting,4
1678,1309,kindness,4
1679,2055,subdued,4
1680,3552,vices,4
1681,770,thrown,4
1682,4059,christian,4
1683,4706,honey,4
1684,2519,holla,4
1685,2501,feet,4
1686,914,putting,4
1687,4711,directly,4
1688,2505,build,4
1689,1898,glass,4
1690,547,held,4
1691,3592,sa,4
1692,473,plainness,4
1693,1915,rail,4
1694,5235,tedious,4
1695,1893,filthy,4
1696,6925,buried,4
1697,4721,beauties,4
1698,3675,attending,4
1699,904,choler,4
1700,1920,ago,4
1701,1331,striking,4
1702,2550,owe,4
1703,955,oppression,4
1704,1856,assure,4
1705,6634,slay,4
1706,2459,heath,4
1707,4430,violence,4
1708,3062,hairs,4
1709,978,maintain,4
1710,979,perfect,4
1711,1965,spare,4
1712,3997,journey,4
1713,5827,citizen,4
1714,3698,cross,4
1715,4107,robb,4
1716,4764,mutiny,4
1717,2587,caitiff,4
1718,5950,forsworn,4
1719,407,wed,4
1720,2027,stretch,4
1721,495,sway,4
1722,6491,broad,4
1723,3952,bodies,4
1724,3535,breaks,4
1725,6505,hoar,4
1726,840,compliment,4
1727,479,large,4
1728,2554,pernicious,4
1729,481,troop,4
1730,2473,eyeless,4
1731,4085,native,4
1732,5764,murderer,4
1733,861,twelve,4
1734,4944,surgeon,4
1735,2375,wolf,4
1736,2563,mouths,4
1737,3078,opposed,4
1738,1951,trade,4
1739,6030,lamb,4
1740,3666,huge,4
1741,971,closet,4
1742,3630,try,4
1743,1831,trumpets,4
1744,4643,ladyship,4
1745,2013,saucy,4
1746,743,aloof,4
1747,3225,brows,4
1748,4300,approved,4
1749,2157,rosemary,4
1750,3774,greet,4
1751,2874,prevent,4
1752,5516,public,4
1753,1510,draws,4
1754,4313,blush,4
1755,2162,sheep,4
1756,616,sith,4
1757,1170,scarcely,4
1758,1502,bit,4
1759,218,younger,4
1760,1495,proceeding,4
1761,3773,urged,4
1762,2895,fears,4
1763,3216,lick,4
1764,2167,enforce,4
1765,2904,mighty,4
1766,1489,wholesome,4
1767,5520,modesty,4
1768,1485,allowance,4
1769,4847,clink,4
1770,6202,worn,4
1771,1189,faintly,4
1772,2172,hail,4
1773,3788,c,4
1774,1520,shadow,4
1775,5920,sadness,4
1776,4253,gaze,4
1777,605,hated,4
1778,2818,web,4
1779,3866,supposed,4
1780,248,sojourn,4
1781,1572,liest,4
1782,247,amorous,4
1783,3297,tune,4
1784,241,youngest,4
1785,2089,whistle,4
1786,2827,thrice,4
1787,4532,cuckold,4
1788,3291,govern,4
1789,4528,hanged,4
1790,4272,backward,4
1791,1160,bethink,4
1792,5874,veins,4
1793,2147,beggars,4
1794,2847,rat,4
1795,4281,tonight,4
1796,2148,roaring,4
1797,3760,ope,4
1798,5510,summer,4
1799,704,fore,4
1800,4293,witchcraft,4
1801,3259,french,4
1802,6367,ghostly,4
1803,1159,countenance,4
1804,3198,dust,4
1805,6263,conjure,4
1806,3843,walls,4
1807,2970,store,4
1808,1227,horns,4
1809,1416,middle,4
1810,1229,negligence,4
1811,1232,dislike,4
1812,141,order,4
1813,7077,intents,4
1814,3136,secure,4
1815,1409,altogether,4
1816,6318,lent,4
1817,1276,subject,4
1818,3131,blown,4
1819,2188,mightst,4
1820,3123,bleeding,4
1821,3193,behalf,4
1822,1252,disguised,4
1823,5551,contrary,4
1824,124,grew,4
1825,2192,kneeling,4
1826,4395,steals,4
1827,682,ashamed,4
1828,1258,likeness,4
1829,2240,gain,4
1830,4460,direction,4
1831,1261,lovest,4
1832,3113,apace,4
1833,116,conceive,4
1834,1226,former,4
1835,150,account,4
1836,1422,ass,4
1837,5079,wednesday,4
1838,2257,whereto,4
1839,3003,garments,4
1840,1460,figure,4
1841,4347,sold,4
1842,183,study,4
1843,3186,undertake,4
1844,4501,cats,4
1845,2181,nether,4
1846,3802,ebb,4
1847,1202,easy,4
1848,3177,repair,4
1849,1446,marvel,4
1850,2233,noses,4
1851,2251,revolt,4
1852,180,sue,4
1853,1211,wrongs,4
1854,4365,discourse,4
1855,3097,takes,4
1856,3171,undo,4
1857,173,hereafter,4
1858,1220,riotous,4
1859,2946,nightingale,4
1860,2950,angel,4
1861,4880,evermore,4
1862,1225,slack,4
1863,1577,support,4
1864,4893,knock,4
1865,3381,steep,4
1866,2122,hunt,4
1867,2333,blest,4
1868,277,space,4
1869,2680,frank,4
1870,2334,mood,4
1871,5452,killing,4
1872,3379,climb,4
1873,1354,cap,4
1874,1718,beaten,4
1875,2753,array,4
1876,1100,star,4
1877,3449,tyrant,4
1878,1092,divine,4
1879,1720,laughs,4
1880,2671,raging,4
1881,3374,hears,4
1882,736,leaves,4
1883,1348,friendly,4
1884,4215,drugs,4
1885,2760,broke,4
1886,3744,familiar,4
1887,1727,notice,4
1888,2702,mayst,4
1889,3899,oh,4
1890,2115,wheel,4
1891,2766,dearly,4
1892,1677,particular,4
1893,1694,afore,4
1894,1073,guilty,4
1895,1692,demand,4
1896,3425,conceit,4
1897,734,pleased,4
1898,3895,unknown,4
1899,1685,praised,4
1900,2331,powerful,4
1901,3412,jewel,4
1902,3410,beneath,4
1903,322,dearest,4
1904,4594,pilot,4
1905,4167,kindred,4
1906,5022,spent,4
1907,2687,poverty,4
1908,2724,four,4
1909,4898,brawl,4
1910,1670,safer,4
1911,5461,nobody,4
1912,2322,nimble,4
1913,2415,twice,4
1914,2734,couldst,4
1915,5278,lodges,4
1916,3366,descry,4
1917,6991,iron,4
1918,5483,fan,4
1919,1607,torment,4
1920,2797,cat,4
1921,1632,followers,4
1922,3902,cost,4
1923,3312,acquaintance,4
1924,3459,honours,4
1925,1042,friendship,4
1926,1603,create,4
1927,3871,canker,4
1928,3819,title,4
1929,578,clamour,4
1930,5488,wives,4
1931,2806,clothes,4
1932,3315,vex,4
1933,5723,sweetest,4
1934,1590,ignorant,4
1935,1589,guiltless,4
1936,2795,silk,4
1937,2794,worm,4
1938,576,whilst,4
1939,262,bounty,4
1940,1631,fifty,4
1941,3726,holds,4
1942,1629,dotage,4
1943,1584,fix,4
1944,4227,subdue,4
1945,5045,stirring,4
1946,3463,twould,4
1947,1128,serious,4
1948,3313,tent,4
1949,3341,anguish,4
1950,1732,kissing,4
1951,600,provision,4
1952,1346,tarry,4
1953,4234,twere,4
1954,5929,coz,4
1955,2792,extremity,4
1956,2793,consider,4
1957,2340,pleasures,3
1958,2230,school,3
1959,6566,loathsome,3
1960,570,fee,3
1961,4873,unworthy,3
1962,2411,creatures,3
1963,2410,kept,3
1964,2407,control,3
1965,2229,deserved,3
1966,659,owes,3
1967,6564,powder,3
1968,579,throat,3
1969,3798,mystery,3
1970,645,crave,3
1971,2379,knee,3
1972,2332,blast,3
1973,601,shield,3
1974,612,moment,3
1975,3747,forced,3
1976,596,reward,3
1977,610,trunk,3
1978,4895,goodly,3
1979,3769,guess,3
1980,2387,sore,3
1981,5926,mis,3
1982,549,wage,3
1983,637,flourish,3
1984,6607,afford,3
1985,4914,glorious,3
1986,3677,reports,3
1987,3682,breach,3
1988,3685,heaviness,3
1989,2381,squire,3
1990,2301,discretion,3
1991,5279,inquire,3
1992,2372,enmity,3
1993,5283,compass,3
1994,2390,corrupted,3
1995,2269,rising,3
1996,2330,suck,3
1997,3731,period,3
1998,2358,stock,3
1999,3664,stiff,3
2000,6595,lain,3
2001,2255,confusion,3
2002,3702,thin,3
2003,2317,ingrateful,3
2004,2300,confine,3
2005,4913,peevish,3
2006,3784,rot,3
2007,6622,scratch,3
2008,3743,abuses,3
2009,625,rightly,3
2010,2312,tricks,3
2011,2368,entertainment,3
2012,4883,perhaps,3
2013,4874,sins,3
2014,3483,clout,3
2015,4928,sink,3
2016,2863,beware,3
2017,2835,fares,3
2018,2836,eats,3
2019,3282,become,3
2020,5057,works,3
2021,3275,ripe,3
2022,6173,inconstant,3
2023,3263,personal,3
2024,3262,imports,3
2025,3261,imperfect,3
2026,2858,six,3
2027,229,constant,3
2028,2737,plagues,3
2029,3253,widow,3
2030,2870,tyrannous,3
2031,6180,closed,3
2032,2872,philosopher,3
2033,3245,remorse,3
2034,6182,servingmen,3
2035,5064,nice,3
2036,2877,importune,3
2037,2881,lately,3
2038,3232,helm,3
2039,238,princes,3
2040,3293,different,3
2041,2825,hurts,3
2042,2819,pin,3
2043,3383,phrase,3
2044,2744,punishment,3
2045,2750,madmen,3
2046,2751,parents,3
2047,2754,serving,3
2048,2756,gloves,3
2049,2761,slept,3
2050,6418,jesu,3
2051,6415,confession,3
2052,2774,shoes,3
2053,2777,betray,3
2054,2784,defy,3
2055,3338,provoke,3
2056,3337,lacks,3
2057,3333,helps,3
2058,5048,talking,3
2059,256,interest,3
2060,2812,walking,3
2061,3304,rights,3
2062,3302,foreign,3
2063,3299,sovereign,3
2064,2889,foh,3
2065,3220,tame,3
2066,3214,perform,3
2067,2980,poisons,3
2068,2984,grim,3
2069,3107,treasons,3
2070,111,acknowledge,3
2071,3105,hates,3
2072,3104,treacherous,3
2073,5149,happily,3
2074,3096,peasant,3
2075,89,curiosity,3
2076,6264,pronounce,3
2077,5139,observe,3
2078,5135,plays,3
2079,3025,foes,3
2080,3030,fellowship,3
2081,3075,traitors,3
2082,24,tenant,3
2083,3065,quicken,3
2084,3037,hap,3
2085,3038,lurk,3
2086,3060,plucks,3
2087,3,personae,3
2088,2,dramatis,3
2089,2983,hound,3
2090,2978,avaunt,3
2091,198,express,3
2092,6248,rhyme,3
2093,196,meantime,3
2094,194,liege,3
2095,3208,wither,3
2096,2912,vi,3
2097,6207,r,3
2098,3196,ranks,3
2099,2918,tells,3
2100,6342,faithful,3
2101,2924,yeoman,3
2102,3191,trusty,3
2103,3185,terror,3
2104,3182,pleasant,3
2105,6218,solemnity,3
2106,2932,arraign,3
2107,3174,bending,3
2108,3172,excess,3
2109,3167,slaves,3
2110,3154,fiends,3
2111,3142,boys,3
2112,3130,embrace,3
2113,5089,whereon,3
2114,5039,instrument,3
2115,3394,bigger,3
2116,2420,gorgeous,3
2117,6015,compare,3
2118,6538,youthful,3
2119,3602,tempt,3
2120,4957,recover,3
2121,458,dragon,3
2122,451,neighbour,3
2123,443,barbarous,3
2124,6524,gallant,3
2125,2529,fires,3
2126,3574,stage,3
2127,2532,oak,3
2128,5225,damnation,3
2129,6109,mab,3
2130,3561,able,3
2131,3553,robes,3
2132,2555,join,3
2133,2559,cod,3
2134,3545,lash,3
2135,2562,corn,3
2136,2565,nights,3
2137,2567,skies,3
2138,5217,eternal,3
2139,6032,lammas,3
2140,2491,intelligent,3
2141,3606,boot,3
2142,3607,framed,3
2143,2481,lion,3
2144,520,region,3
2145,515,shaft,3
2146,513,bent,3
2147,2428,drops,3
2148,4938,fright,3
2149,499,sons,3
2150,497,execution,3
2151,2439,follower,3
2152,3640,wax,3
2153,2450,procure,3
2154,5249,thigh,3
2155,2454,attended,3
2156,492,retain,3
2157,2456,incense,3
2158,2461,minded,3
2159,2466,swell,3
2160,2467,curled,3
2161,3619,gait,3
2162,3618,diest,3
2163,3614,ch,3
2164,3613,infection,3
2165,2573,horrid,3
2166,2574,groans,3
2167,424,dower,3
2168,2659,loses,3
2169,6077,date,3
2170,356,richer,3
2171,2668,ldst,3
2172,3452,unfortunate,3
2173,2679,pour,3
2174,345,joys,3
2175,328,prize,3
2176,3447,benefit,3
2177,3436,breathe,3
2178,6092,burden,3
2179,5182,napkin,3
2180,3424,forward,3
2181,6095,visor,3
2182,5033,apart,3
2183,3413,fairies,3
2184,3409,extreme,3
2185,2722,bay,3
2186,304,silent,3
2187,302,manner,3
2188,5181,watching,3
2189,3398,tall,3
2190,3462,henceforth,3
2191,2657,instantly,3
2192,6035,susan,3
2193,5194,proofs,3
2194,2584,perjured,3
2195,3527,wipe,3
2196,2589,convenient,3
2197,2590,practised,3
2198,6039,dug,3
2199,6046,jule,3
2200,2603,repose,3
2201,393,bred,3
2202,6480,sole,3
2203,3499,gilded,3
2204,3495,stare,3
2205,6475,courteous,3
2206,5205,wanting,3
2207,2627,debt,3
2208,6063,lends,3
2209,6070,possess,3
2210,372,strive,3
2211,371,milk,3
2212,2645,savage,3
2213,366,although,3
2214,3468,piercing,3
2215,2217,rags,3
2216,1318,conception,3
2217,2185,outrage,3
2218,4027,tush,3
2219,922,terrible,3
2220,4291,lame,3
2221,5513,lovely,3
2222,4030,abhor,3
2223,1530,pranks,3
2224,1162,offended,3
2225,908,exhibition,3
2226,1525,persuaded,3
2227,899,invention,3
2228,924,pocket,3
2229,891,tween,3
2230,1926,drawing,3
2231,1165,qualified,3
2232,5647,shirt,3
2233,5375,raven,3
2234,879,composition,3
2235,878,stealth,3
2236,4312,maiden,3
2237,4520,drowning,3
2238,5785,trees,3
2239,956,aged,3
2240,1551,depend,3
2241,954,bondage,3
2242,4266,ottomites,3
2243,1862,pursued,3
2244,943,policy,3
2245,4701,stops,3
2246,933,contents,3
2247,4078,forms,3
2248,5506,rose,3
2249,5772,meant,3
2250,1891,suited,3
2251,4073,doting,3
2252,5667,shed,3
2253,1873,poise,3
2254,5774,unlucky,3
2255,1878,graces,3
2256,1880,severally,3
2257,5661,fruit,3
2258,1890,beggarly,3
2259,875,baseness,3
2260,4742,handsome,3
2261,5360,reckoning,3
2262,1461,forsooth,3
2263,1191,horror,3
2264,795,prefer,3
2265,1465,pointing,3
2266,789,named,3
2267,4342,accidents,3
2268,5629,devotion,3
2269,3963,promised,3
2270,2019,harbour,3
2271,1197,harms,3
2272,5358,week,3
2273,4798,revels,3
2274,5825,maskers,3
2275,4803,feasting,3
2276,2029,sooth,3
2277,5829,chorus,3
2278,4804,eleven,3
2279,5832,alike,3
2280,2037,front,3
2281,1190,image,3
2282,4794,perdition,3
2283,1471,hourly,3
2284,4332,invited,3
2285,4315,perfection,3
2286,838,starts,3
2287,5356,hereabout,3
2288,4763,minister,3
2289,4319,dram,3
2290,1496,trow,3
2291,5353,falsely,3
2292,6732,philosophy,3
2293,1494,discreet,3
2294,3992,faints,3
2295,6949,logs,3
2296,4320,conjured,3
2297,3986,absolute,3
2298,5813,nephew,3
2299,4783,gnaw,3
2300,1178,retire,3
2301,4330,request,3
2302,4083,peculiar,3
2303,1565,ingratitude,3
2304,1447,kin,3
2305,1741,descend,3
2306,1650,nails,3
2307,6808,unaccustom,3
2308,1649,comfortable,3
2309,4580,governor,3
2310,1734,likely,3
2311,4206,magic,3
2312,4639,greeting,3
2313,5695,merciful,3
2314,6833,joints,3
2315,1060,treachery,3
2316,5726,newly,3
2317,1638,blasts,3
2318,4641,likewise,3
2319,4573,turks,3
2320,1036,eclipses,3
2321,1033,acquaint,3
2322,1635,manhood,3
2323,1029,resolution,3
2324,1657,fox,3
2325,1658,caught,3
2326,957,tyranny,3
2327,4170,conscience,3
2328,4185,siege,3
2329,1681,hasten,3
2330,6816,needy,3
2331,4600,arrived,3
2332,1679,add,3
2333,4192,galleys,3
2334,1699,slip,3
2335,1672,utter,3
2336,1702,crab,3
2337,4195,spend,3
2338,1072,behavior,3
2339,1086,drunkards,3
2340,4193,dozen,3
2341,4194,senate,3
2342,5721,charm,3
2343,1665,fancy,3
2344,4606,excels,3
2345,1064,graves,3
2346,4644,puts,3
2347,1025,frame,3
2348,1020,entirely,3
2349,4249,article,3
2350,4108,gown,3
2351,4248,error,3
2352,1813,discover,3
2353,1124,fa,3
2354,4548,discern,3
2355,1818,produce,3
2356,6783,yon,3
2357,1820,plot,3
2358,1825,pregnant,3
2359,1017,evening,3
2360,1827,spurs,3
2361,1576,regard,3
2362,4257,brace,3
2363,1833,bar,3
2364,4691,pipes,3
2365,963,hum,3
2366,1840,loyal,3
2367,4259,dress,3
2368,1122,bedlam,3
2369,1120,sigh,3
2370,4244,aim,3
2371,982,ward,3
2372,4230,direct,3
2373,1772,pursue,3
2374,1620,contempt,3
2375,1619,laughter,3
2376,4136,partly,3
2377,1785,prepared,3
2378,4233,council,3
2379,4236,passage,3
2380,4239,sitting,3
2381,4674,wight,3
2382,4680,counsellor,3
2383,1604,spleen,3
2384,987,detested,3
2385,1802,deserve,3
2386,4116,haunt,3
2387,1807,stake,3
2388,4115,grandsire,3
2389,4356,rocks,3
2390,1955,gray,3
2391,4187,reach,3
2392,721,vicious,3
2393,5879,beseeming,3
2394,5310,worms,3
2395,729,deprived,3
2396,4835,distance,3
2397,5882,afternoon,3
2398,2108,remedies,3
2399,4393,injury,3
2400,1246,occasions,3
2401,4834,wary,3
2402,2098,beams,3
2403,3900,rt,3
2404,737,history,3
2405,4389,ended,3
2406,2092,benediction,3
2407,1349,earnest,3
2408,2173,makest,3
2409,693,commit,3
2410,2177,tied,3
2411,2180,monkeys,3
2412,3842,dispose,3
2413,1319,perceived,3
2414,2187,modest,3
2415,1412,snatching,3
2416,3831,bore,3
2417,1414,crowns,3
2418,1382,pestilent,3
2419,1262,labours,3
2420,4378,mangled,3
2421,1302,called,3
2422,1368,coxcombs,3
2423,707,taint,3
2424,3864,sounds,3
2425,3860,single,3
2426,6669,hood,3
2427,3867,defence,3
2428,3858,bread,3
2429,3857,glove,3
2430,4441,bounteous,3
2431,2136,loins,3
2432,3872,adversary,3
2433,4436,absence,3
2434,703,monsters,3
2435,713,plant,3
2436,1359,sits,3
2437,5877,airy,3
2438,4357,hills,3
2439,1275,fish,3
2440,5878,disturb,3
2441,2127,whiles,3
2442,1300,mongrel,3
2443,1264,jot,3
2444,3883,spotted,3
2445,7071,mattock,3
2446,2123,port,3
2447,751,duchess,3
2448,2149,voices,3
2449,3827,requires,3
2450,1329,bandy,3
2451,2072,basest,3
2452,1218,odds,3
2453,1326,noted,3
2454,765,neglect,3
2455,4813,exquisite,3
2456,1434,mothers,3
2457,1224,hunting,3
2458,2070,purposed,3
2459,4481,herbs,3
2460,2047,flattering,3
2461,2204,commanded,3
2462,3822,session,3
2463,5841,toil,3
2464,3917,rings,3
2465,4425,prosperous,3
2466,4374,passing,3
2467,2064,employment,3
2468,671,wealth,3
2469,3925,pilgrimage,3
2470,760,virtues,3
2471,5585,wearing,3
2472,678,liking,3
2473,2213,suffers,3
2474,2074,wretches,3
2475,3930,hearing,3
2476,3087,holp,2
2477,3402,surge,2
2478,4582,sadly,2
2479,5125,dotes,2
2480,3334,outward,2
2481,4418,hardness,2
2482,4240,table,2
2483,4564,guards,2
2484,4435,interim,2
2485,5047,access,2
2486,4565,fixed,2
2487,3339,simples,2
2488,4595,expert,2
2489,6137,gallops,2
2490,5144,matches,2
2491,5481,denote,2
2492,4242,jump,2
2493,3088,wolves,2
2494,6102,rushes,2
2495,5583,gentler,2
2496,3093,winged,2
2497,3414,farther,2
2498,5705,harsh,2
2499,5492,calling,2
2500,4551,battlements,2
2501,4423,impatient,2
2502,5569,courage,2
2503,3091,porter,2
2504,6278,demesnes,2
2505,4191,appearance,2
2506,4598,guns,2
2507,5097,contract,2
2508,5098,weigh,2
2509,5579,harlotry,2
2510,3058,m,2
2511,5100,disloyal,2
2512,3406,deficient,2
2513,4597,fourth,2
2514,3323,nettles,2
2515,4243,cases,2
2516,3342,secrets,2
2517,4241,disproportion,2
2518,5480,graze,2
2519,3352,expectation,2
2520,5478,painted,2
2521,3375,preferment,2
2522,4592,stoutly,2
2523,5178,mocks,2
2524,5591,barbara,2
2525,4408,throws,2
2526,4428,simpleness,2
2527,6265,gossip,2
2528,3369,belike,2
2529,6266,venus,2
2530,5589,unpin,2
2531,4212,incur,2
2532,4411,boisterous,2
2533,4429,downright,2
2534,5471,opens,2
2535,5141,dash,2
2536,5588,frowns,2
2537,3388,wing,2
2538,3376,cuts,2
2539,6270,trim,2
2540,3386,crows,2
2541,4416,prompt,2
2542,3378,dressed,2
2543,3067,host,2
2544,5113,conceits,2
2545,4584,vessel,2
2546,4201,rust,2
2547,4581,touching,2
2548,5042,vanish,2
2549,5137,smallest,2
2550,3094,overtake,2
2551,3363,moves,2
2552,3348,dissolve,2
2553,6105,dun,2
2554,6131,hazel,2
2555,6129,lazy,2
2556,3382,alter,2
2557,3355,ambition,2
2558,5575,removing,2
2559,5593,forsake,2
2560,6126,wagoner,2
2561,5578,sups,2
2562,3357,ado,2
2563,3084,buoy,2
2564,4229,prompter,2
2565,4228,inclining,2
2566,6125,bone,2
2567,5180,forehead,2
2568,4571,lads,2
2569,6276,scarlet,2
2570,3064,chin,2
2571,5683,forfend,2
2572,5174,uses,2
2573,4433,rites,2
2574,3362,arrives,2
2575,4221,attach,2
2576,5462,chop,2
2577,5687,perjury,2
2578,3175,fearfully,2
2579,3310,grieve,2
2580,4317,driven,2
2581,5076,dine,2
2582,6198,corns,2
2583,4377,dangers,2
2584,3222,humanity,2
2585,5075,sooner,2
2586,3223,liver,2
2587,5074,errs,2
2588,5609,bode,2
2589,5158,qualities,2
2590,5608,itch,2
2591,5643,direful,2
2592,6194,cheerly,2
2593,5084,wooing,2
2594,3231,plumed,2
2595,3235,moral,2
2596,3213,tigers,2
2597,4316,rules,2
2598,3416,renounce,2
2599,4510,continue,2
2600,6185,trencher,2
2601,4381,education,2
2602,4478,weed,2
2603,6184,potpan,2
2604,5066,supplied,2
2605,5065,absent,2
2606,3135,stumbled,2
2607,3134,fourscore,2
2608,4314,maim,2
2609,5606,moe,2
2610,4384,wi,2
2611,4508,defeat,2
2612,5642,mischance,2
2613,5544,west,2
2614,3162,waiting,2
2615,6220,brags,2
2616,4358,hint,2
2617,4353,vast,2
2618,3173,cliff,2
2619,5616,purgatory,2
2620,5524,unlawful,2
2621,6216,antic,2
2622,5531,chid,2
2623,5540,notorious,2
2624,5615,monarch,2
2625,5624,frailty,2
2626,5625,ills,2
2627,3163,humbled,2
2628,3192,venture,2
2629,4341,moving,2
2630,3152,path,2
2631,4340,chances,2
2632,5522,bawdy,2
2633,6231,pilgrims,2
